t,2016-01-19,2016-01-20,2016-01-21,2016-01-22,2016-01-23,2016-01-24,2016-01-25,2016-01-26,2016-01-27,2016-01-28,2016-01-29,2016-01-30,2016-01-31,2016-02-01,2016-02-02,2016-02-03,2016-02-04,2016-02-05,2016-02-06,2016-02-07,2016-02-08,2016-02-09,2016-02-10,2016-02-11,2016-02-12,2016-02-13,2016-02-14,2016-02-15,2016-02-16,2016-02-17,2016-02-18,2016-02-19,2016-02-20,2016-02-21,2016-02-22,2016-02-23,2016-02-24,2016-02-25,2016-02-26,2016-02-27,2016-02-28,2016-02-29,2016-03-01,2016-03-02,2016-03-03,2016-03-04,2016-03-05,2016-03-06,2016-03-07,2016-03-08,2016-03-09,2016-03-10,2016-03-11,2016-03-12,2016-03-13,2016-03-14,2016-03-15,2016-03-16,2016-03-17,2016-03-18,2016-03-19,2016-03-20,2016-03-21,2016-03-22,2016-03-23,2016-03-24,2016-03-25,2016-03-26,2016-03-27,2016-03-28,2016-03-29,2016-03-30,2016-03-31,2016-04-01,2016-04-02,2016-04-03,2016-04-04,2016-04-05,2016-04-06,2016-04-07,2016-04-08,2016-04-09,2016-04-10,2016-04-11,2016-04-12,2016-04-13,2016-04-14,2016-04-15,2016-04-16,2016-04-17
13:30:00,55.9891927843,47.2948986902,67.5819441548,76.1584255093,88.7229799136,12.6636998004,36.5256681277,75.8258740883,31.0512841085,57.1580912718,56.1253901466,52.7609268676,52.174357736,24.1692941454,48.0476209075,44.3756276113,45.1641254008,72.0745122933,52.9635675846,48.1419322402,37.3452487663,40.9361037665,28.9405514327,44.6883189592,60.4447123133,48.521163386,51.2358837053,36.2424890624,38.8109296079,35.941583164,58.0116639908,68.2038341582,58.2608799551,35.0273561037,39.6047054351,37.1723880815,46.6939670859,35.634032679,45.3630211939,42.713369463,51.5168342648,31.9584139522,35.5418534222,21.7622445109,38.1340788795,54.7431655898,38.352954359,47.539291424,42.4149435067,29.3137714596,22.0469736545,29.8939118272,38.2185006825,41.4208865292,26.2173643956,45.5239061011,34.9604310533,34.1627085447,33.2807167219,45.8449757338,55.9313110898,53.7781882909,31.7647924155,37.1516146438,41.9968555296,42.1644817182,47.7361195601,46.4960698783,28.6852030609,26.4086720858,39.3976558291,29.1882289851,28.1756502195,52.8550119023,29.5530635123,49.6291254486,37.3005777699,38.9031734866,47.7492185378,41.5406686661,49.9916000674,48.8771603866,46.5813148875,22.3512581821,27.8006188436,34.6763893195,25.5232859792,27.9876862714,33.5332639632,37.345350722
13:45:00,47.1587494111,51.2570712928,70.1854146756,80.2634814639,86.8255229458,15.1143338078,40.2218443296,80.8808547699,24.8997395882,64.8646594831,63.9623279555,45.8713545592,42.1530310194,29.8656631311,49.3001742412,50.0042122255,45.5729963107,90.6928731231,42.0109403223,49.4982144819,41.5877620845,51.2366867468,31.8392890691,46.2409428038,71.1100896608,64.610829231,39.3078789412,46.3347654037,51.8365533509,35.0075635394,47.4165069787,72.4766934388,55.0967374061,33.2149790351,42.7421131152,37.7085696778,40.3056363374,47.3075336678,47.8019115505,42.2566268069,60.2291527253,37.8181200151,36.5190485784,29.3277011192,31.2547676184,55.9610159981,46.443672461,39.3475124211,42.732271647,28.0450893939,20.2496952905,30.7964446542,33.8935297746,52.2125799583,31.3184648457,52.4345133309,43.4423633596,35.5110258992,42.6063611406,48.6479923396,51.0967434238,58.5959567753,30.1541280017,32.5226012733,41.9954530899,40.0829017184,52.9662799381,48.7962921302,40.8606320575,23.6900221323,50.2362821759,26.3273899619,31.9872706854,53.1074783183,32.2997463694,57.8961508505,33.9192913035,32.1680984229,47.7154107753,35.5765614944,50.9049269551,54.70443927,37.9860886189,35.5069432392,28.6513469859,29.6795360877,30.9370151785,41.3923461027,33.0563010082,34.5193979255
14:00:00,30.5597492466,44.1369496297,61.5666821565,74.6943617745,100.175263632,12.6078035303,35.6263616441,63.5978159269,22.9049153071,49.862695928,66.8025450486,46.5615716452,51.8737569077,32.1492223016,37.8255537669,42.9271381798,48.3379865267,74.8801317773,35.9262848305,40.1130602751,39.64084929,44.1159730339,33.0829686981,46.1312384964,73.4688789034,70.556839898,35.2852891487,47.111146237,53.4908430786,35.9058773357,40.8426037337,73.0811050982,43.5288222494,38.7746158537,36.8142184102,34.6519336632,39.7631691098,39.8919084971,54.737760829,45.3388347777,66.2810676537,36.2009240082,26.6532765583,33.3243822007,29.0112907362,57.0131044787,46.4171609779,36.1679722994,35.6101708635,30.7477583976,20.8029083666,20.2871340421,41.5027975346,59.3065039157,39.0438338814,44.8664590533,37.377172316,32.095532601,40.9503830579,45.7058989835,42.4210483973,56.926238525,28.5420435376,25.0256933492,42.0301025328,35.7242369191,47.2394591931,46.7878966639,54.8555614081,25.5463836129,48.5282070412,35.0397076399,32.4159172376,46.0652671042,32.9999927758,61.2697118674,33.4280881945,27.8103908848,44.5603024484,31.6923858891,52.5715246987,59.3062049228,34.5262638543,36.1946607899,27.3168863012,26.3705230946,26.9738523578,39.839166913,39.4791540544,30.7668374083
14:15:00,26.1792413458,40.7063875202,64.0752749695,55.4476411299,96.2442330965,13.6520434335,28.0224021914,53.3060091758,23.4754073889,38.8051043829,49.5272097514,48.1172496877,50.2405653583,21.5471502199,31.5108027936,30.2566222085,51.3597980405,47.1240020395,42.2461010662,41.8563512772,37.1565256985,39.4972830391,37.0007521703,43.2108222652,67.1470549033,68.6023458763,44.1719658635,38.8742725352,43.8510487353,32.448645133,41.2315128524,58.0469929339,36.5527560319,48.4977745617,32.0998811309,34.8249683314,43.2384413359,34.2363842725,51.7078572991,42.3392980861,47.1829049302,30.6200595713,22.6835202871,34.8658772211,25.6204243769,50.1013138233,46.3912347886,40.6268424407,35.0004441295,25.7836315673,21.9374022084,16.0306990964,40.6377631429,54.9409340522,35.1385912955,40.5420457203,40.3862711839,24.8743928068,40.1759408904,49.7790831835,34.7918842871,54.5660863874,26.0840456685,23.1916401542,42.1810659292,28.1100545437,32.3529479504,34.2116293698,48.6402762499,28.0219769811,40.8770092242,40.6063462072,30.6947667203,40.3126687607,24.6292348588,46.837793388,32.019288699,20.0699843569,35.144054206,29.8848183404,40.3841227459,52.0119950825,40.3528414629,35.6787648788,35.8648961171,22.8346904182,22.7175880163,35.4342938052,34.2832153645,32.7648869069
14:30:00,28.4067822974,44.3677424871,44.3938999223,51.5762764735,100.75182614,10.6769526802,26.429531651,43.3565268642,25.9706588868,39.7178293443,28.9920399038,48.2083437972,57.4199172522,27.0944024323,29.9874269611,29.8334992482,49.1592675768,51.1108799199,49.2440406812,45.4673663951,43.3783137252,36.144206835,37.0921143557,45.0189253748,67.0818034886,65.4220986745,48.118869135,40.8153229019,48.0859894788,39.3892141544,43.0987555942,44.5932297619,31.8759378059,71.4298046235,40.7357769862,38.5308253432,41.2716378504,42.2711031287,56.8718809408,50.2489736653,37.6343138985,22.5795202618,34.8159971076,41.8219536384,25.186037322,47.2964820372,50.312098993,43.6705712327,28.7531857828,34.0369780239,23.8548824748,22.8205185021,35.8619104338,48.2891068614,24.9095180669,38.5189852503,42.3193500645,23.8504446624,32.6423624754,46.5689426226,38.8864253975,58.0501679604,26.5152056633,25.2942574782,42.2275800215,29.0195526244,27.7094449051,26.9292695001,51.6294476385,31.6971865617,38.6041971125,47.9113934524,23.8978236014,33.7813027468,20.1629769877,38.9912616273,31.6043311282,35.0829034766,30.7238022124,33.2266764478,34.0202035577,39.0892982592,44.354183771,33.2770016509,43.1941727488,23.4521471907,17.5134890748,31.8922027515,34.1583366565,49.5223900742
14:45:00,29.8395152323,51.4594968509,38.4525141277,47.6568134494,96.9751066002,9.59199609797,39.6432937885,44.0403695812,34.9960389652,32.5757714797,26.780655831,53.3323122078,51.172619887,32.3544322861,27.7789039725,36.9323821506,42.659251455,49.2871410344,52.7327446651,63.1218717636,45.9844788002,37.8475041038,36.8490084205,46.9865564374,56.7397614549,61.6673910386,77.5573003775,33.3827505883,52.8539971144,36.9944802938,38.6447246951,39.4687590597,41.6782063048,71.638309887,33.8597703756,27.8229730462,42.0185301296,43.5623644748,61.3109387429,42.6658375874,50.5058945999,17.3827039241,36.4217214914,43.4036067001,35.6077545847,49.6563088927,48.2136108049,49.9771826555,34.7140488665,38.5557512161,27.3830327407,25.1429799806,45.3610918123,39.1149183144,22.2774822199,42.434532359,39.163387221,30.2825982462,28.949566746,43.9860431487,37.4630031613,48.2522869676,22.7301381065,27.6909595691,40.1382222599,29.131383756,29.1821692474,28.6863026085,46.8349841305,36.9326268687,34.2611868513,45.7754750923,22.1514251459,31.2761009137,26.2843749434,43.7430489207,33.9017668033,38.2853293116,31.1161405723,35.9425944069,39.3160221365,36.6856521372,51.8902384757,31.5194684633,39.5545513405,34.2560983629,23.5309422912,28.5844316724,32.9622160038,62.3993214948
15:00:00,39.0067603067,54.6427080606,28.2420754748,42.5030329673,100.672876911,9.53711171183,42.1639158593,42.0832692736,35.4503279211,30.175538014,34.5562788203,57.9031751816,45.060308038,29.9466688054,29.5344419201,38.4928912855,41.1899302267,52.9903617993,56.0844471952,72.3219695666,48.8701491009,36.9558661768,38.8422439746,44.3554703182,38.7695307109,53.7685289699,91.7298696561,38.8717798262,63.9535086593,41.6391979006,49.0822569496,33.490226685,39.3800222022,78.8928479656,25.2519558367,29.4466263561,50.9185111458,34.9654364337,67.3873282858,40.6981292711,62.3251080916,14.537805784,32.7117368338,40.6022952697,32.9248279577,45.2736737903,47.0086375081,47.518988363,33.1968285957,32.0181243525,24.8007118333,29.2792862324,38.702055345,34.2911957688,22.0681711091,40.7360892588,33.7118602705,36.925317013,33.2738478811,44.2515243836,44.4156950364,45.5445675285,22.4714009493,23.7965858933,31.6057698797,28.9286742896,25.5498911169,33.9355192485,50.9743178978,37.1170467994,34.3574234617,33.9052823204,26.6036726041,29.7889676452,28.0468146301,47.1934713303,34.5868357631,44.2844081645,38.8996412668,29.9904419356,41.9057979074,40.0556118086,54.779115565,30.1662461648,33.2541395489,36.7582769782,27.8044436751,25.9604909724,32.9691849152,67.5317550109
15:15:00,36.0426853538,51.9834650565,31.2284005758,38.3605814433,77.8528735044,13.7322765672,42.0586872345,43.8072620769,42.2719163994,29.5560213756,36.1755718492,53.0118309031,50.9184176111,28.9462181538,32.114209171,42.1308255164,37.4889698937,40.6867082867,45.3439357973,79.3510443517,46.0856648034,37.3429433481,37.1525464232,32.5018575076,38.422098617,41.4819080833,74.3061832604,35.7501289642,58.6429899862,39.7533183866,49.1769422012,32.7866878994,41.6197831246,56.5798776024,30.0947241511,31.9172697271,53.2256725747,37.7119423797,74.3539597209,38.7957122618,74.560469431,19.725981826,24.6798716158,40.3734112101,37.0989633864,35.6783672037,41.4739383376,44.4964734543,27.3748315198,31.5447584817,24.5564511722,30.080840152,31.840630975,39.5415834386,26.3324498907,37.5257345721,37.124374621,33.7070819552,30.2958325999,39.726094462,39.0085468675,47.7762640863,36.1801710776,20.1163802259,30.9407775177,27.5807130166,33.7696881788,30.2666838885,52.415039808,36.3129265645,32.7904834513,34.2527554064,26.8884157674,33.5507981877,37.6599325177,58.0123557117,30.3171100133,44.833993221,45.4914705533,27.9021446821,34.2635289303,37.5972109935,55.9365402693,33.782730971,37.0555316255,39.9094324508,22.0590663247,18.6255743331,26.831414861,67.0625495168
15:30:00,31.0138551398,45.1207761723,32.4565512946,42.4447756198,77.7940637033,10.0263505911,35.7557386914,34.7016913904,35.8959158338,26.0007338527,29.9324096927,40.717425741,49.9793041313,28.9614984407,27.0339548912,40.5330708517,32.3947341902,40.9387285763,45.7115260453,77.2727850009,32.9798750748,33.3237241434,27.4382014247,23.2472053148,33.2531454237,36.8786342952,71.6571509184,33.7677180885,54.6458203749,31.3748141581,42.8718007975,28.5849311136,41.2356646759,49.1573778839,31.0509077342,29.284124053,45.0089946341,33.3791413502,67.5904603415,34.427157394,65.4294127602,23.2503301952,26.2025859802,33.6493936865,38.8435872386,29.6634417042,36.2998974482,43.9202393982,18.4530782318,34.0750711268,27.0916638446,29.6061823102,23.7120951959,37.677767849,26.4394726301,29.5446543328,43.4419329746,31.3032039354,31.9576688098,40.2552176822,36.3486541353,47.3509557987,39.5836158839,15.1897274095,26.3961010128,24.9700458329,35.2997269299,25.9143685113,49.78156175,27.4122783812,29.8837087102,29.7170114164,26.6027783854,28.9028113353,26.8652187744,62.9348156173,31.8818039286,38.843856022,43.3123820209,32.3052089393,29.8052341918,37.1523653253,50.4870821693,25.2718574501,41.1799263326,45.0775444134,19.9754465874,21.5799657112,27.5092281596,67.8170137973
15:45:00,23.5599808927,35.8589991769,34.6875837372,38.3651178069,71.2466797859,8.94542803871,29.0963286623,32.1832798444,34.0382736634,29.2329739778,32.3649486342,42.9607970326,54.2911470132,30.1387462369,24.6673365369,35.078258135,31.855887913,35.4418878802,38.9481755395,65.6404368793,24.0449810475,25.7837636078,23.8320304057,23.394425973,36.5973652125,37.2107326896,67.0918497546,35.173177643,53.2554792435,29.008473755,32.3404310744,24.2448657445,34.8680112143,55.2845518735,29.8360974898,26.4237129564,40.0807317945,26.4248685854,48.9368602315,37.1039128838,67.544677912,28.1541307768,24.3576239122,27.6285697637,37.882492018,29.2382778259,31.4375156179,53.8361531209,13.8882741263,31.1008949941,27.2832512157,29.1054517582,24.8454147517,36.0956011398,30.4338944857,28.2766888536,45.4617918234,23.318174264,27.2431784196,38.423413723,41.4576436451,38.9095809599,46.6071919846,16.392210027,26.8168210273,25.1720884687,33.9012920788,26.4463062155,47.5478975333,30.1778488211,28.0556066155,30.6696133522,30.4597265343,26.6782440059,30.8048383923,68.5724074828,36.8990317503,36.8838358978,39.8684237257,36.8056941792,29.3116433746,40.5908805025,54.1899081534,19.70925046,35.2932061779,44.5362679903,24.6435575633,23.5682057332,29.6487985187,65.9949614698
