t,count
2015-12-13 00:00:00,7
2015-12-12 23:45:00,3
2015-12-12 23:30:00,2
2015-12-12 23:15:00,3
2015-12-12 23:00:00,6
2015-12-12 22:45:00,4
2015-12-12 22:30:00,8
2015-12-12 22:15:00,6
2015-12-12 22:00:00,9
2015-12-12 21:45:00,7
2015-12-12 21:30:00,26
2015-12-12 21:15:00,279
2015-12-12 21:00:00,431
2015-12-12 20:45:00,456
2015-12-12 20:30:00,476
2015-12-12 20:15:00,470
2015-12-12 20:00:00,475
2015-12-12 19:45:00,476
2015-12-12 19:30:00,517
2015-12-12 19:15:00,539
2015-12-12 19:00:00,575
2015-12-12 18:45:00,600
2015-12-12 18:30:00,649
2015-12-12 18:15:00,672
2015-12-12 18:00:00,682
2015-12-12 17:45:00,721
2015-12-12 17:30:00,746
2015-12-12 17:15:00,751
2015-12-12 17:00:00,776
2015-12-12 16:45:00,737
2015-12-12 16:30:00,751
2015-12-12 16:15:00,710
2015-12-12 16:00:00,726
2015-12-12 15:45:00,726
2015-12-12 15:30:00,681
2015-12-12 15:15:00,663
2015-12-12 15:00:00,630
2015-12-12 14:45:00,613
2015-12-12 14:30:00,568
2015-12-12 14:15:00,535
2015-12-12 14:00:00,476
2015-12-12 13:45:00,461
2015-12-12 13:30:00,401
2015-12-12 13:15:00,380
2015-12-12 13:00:00,360
2015-12-12 12:45:00,318
2015-12-12 12:30:00,309
2015-12-12 12:15:00,292
2015-12-12 12:00:00,290
2015-12-12 11:45:00,258
2015-12-12 11:30:00,228
2015-12-12 11:15:00,194
2015-12-12 11:00:00,178
2015-12-12 10:45:00,147
2015-12-12 10:30:00,78
2015-12-12 10:15:00,30
2015-12-12 10:00:00,11
2015-12-12 09:45:00,10
2015-12-12 09:30:00,7
2015-12-12 09:15:00,7
2015-12-12 09:00:00,7
2015-12-12 08:45:00,6
2015-12-12 08:30:00,6
2015-12-12 08:15:00,2
2015-12-12 08:00:00,2
2015-12-12 07:45:00,3
2015-12-12 07:30:00,2
2015-12-12 07:15:00,2
2015-12-12 07:00:00,3
2015-12-12 06:45:00,3
2015-12-12 06:30:00,2
2015-12-12 06:15:00,2
2015-12-12 06:00:00,2
2015-12-12 05:45:00,2
2015-12-12 05:30:00,2
2015-12-12 05:15:00,2
2015-12-12 05:00:00,2
2015-12-12 04:45:00,3
2015-12-12 04:30:00,4
2015-12-12 04:15:00,3
2015-12-12 04:00:00,3
2015-12-12 03:45:00,3
2015-12-12 03:30:00,2
2015-12-12 03:15:00,2
2015-12-12 03:00:00,2
2015-12-12 02:45:00,4
2015-12-12 02:30:00,2
2015-12-12 02:15:00,2
2015-12-12 02:00:00,3
2015-12-12 01:45:00,6
2015-12-12 01:30:00,2
2015-12-12 01:15:00,3
2015-12-12 01:00:00,4
2015-12-12 00:45:00,3
2015-12-12 00:30:00,6
2015-12-12 00:15:00,7
2015-12-12 00:00:00,5
2015-12-11 23:45:00,9
2015-12-11 23:30:00,10
2015-12-11 23:15:00,8
2015-12-11 23:00:00,7
2015-12-11 22:45:00,10
2015-12-11 22:30:00,32
2015-12-11 22:15:00,119
2015-12-11 22:00:00,220
2015-12-11 21:45:00,256
2015-12-11 21:30:00,276
2015-12-11 21:15:00,280
2015-12-11 21:00:00,277
2015-12-11 20:45:00,295
2015-12-11 20:30:00,294
2015-12-11 20:15:00,303
2015-12-11 20:00:00,326
2015-12-11 19:45:00,359
2015-12-11 19:30:00,390
2015-12-11 19:15:00,402
2015-12-11 19:00:00,414
2015-12-11 18:45:00,433
2015-12-11 18:30:00,460
2015-12-11 18:15:00,504
2015-12-11 18:00:00,588
2015-12-11 17:45:00,623
2015-12-11 17:30:00,610
2015-12-11 17:15:00,593
2015-12-11 17:00:00,630
2015-12-11 16:45:00,616
2015-12-11 16:30:00,591
2015-12-11 16:15:00,583
2015-12-11 16:00:00,597
2015-12-11 15:45:00,605
2015-12-11 15:30:00,590
2015-12-11 15:15:00,561
2015-12-11 15:00:00,558
2015-12-11 14:45:00,547
2015-12-11 14:30:00,560
2015-12-11 14:15:00,586
2015-12-11 14:00:00,633
2015-12-11 13:45:00,643
2015-12-11 13:30:00,575
2015-12-11 13:15:00,592
2015-12-11 13:00:00,564
2015-12-11 12:45:00,539
2015-12-11 12:30:00,509
2015-12-11 12:15:00,462
2015-12-11 12:00:00,430
2015-12-11 11:45:00,391
2015-12-11 11:30:00,382
2015-12-11 11:15:00,365
2015-12-11 11:00:00,301
2015-12-11 10:45:00,270
2015-12-11 10:30:00,213
2015-12-11 10:15:00,200
2015-12-11 10:00:00,153
2015-12-11 09:45:00,128
2015-12-11 09:30:00,111
2015-12-11 09:15:00,88
2015-12-11 09:00:00,93
2015-12-11 08:45:00,56
2015-12-11 08:30:00,34
2015-12-11 08:15:00,12
