t,count
2015-12-13 00:00:00,334
2015-12-12 23:45:00,382
2015-12-12 23:30:00,359
2015-12-12 23:15:00,410
2015-12-12 23:00:00,392
2015-12-12 22:45:00,418
2015-12-12 22:30:00,393
2015-12-12 22:15:00,396
2015-12-12 22:00:00,457
2015-12-12 21:45:00,393
2015-12-12 21:30:00,433
2015-12-12 21:15:00,399
2015-12-12 21:00:00,444
2015-12-12 20:45:00,390
2015-12-12 20:30:00,474
2015-12-12 20:15:00,397
2015-12-12 20:00:00,458
2015-12-12 19:45:00,422
2015-12-12 19:30:00,411
2015-12-12 19:15:00,486
2015-12-12 19:00:00,400
2015-12-12 18:45:00,458
2015-12-12 18:30:00,438
2015-12-12 18:15:00,505
2015-12-12 18:00:00,442
2015-12-12 17:45:00,514
2015-12-12 17:30:00,459
2015-12-12 17:15:00,461
2015-12-12 17:00:00,490
2015-12-12 16:45:00,444
2015-12-12 16:30:00,510
2015-12-12 16:15:00,493
2015-12-12 16:00:00,530
2015-12-12 15:45:00,469
2015-12-12 15:30:00,510
2015-12-12 15:15:00,506
2015-12-12 15:00:00,489
2015-12-12 14:45:00,503
2015-12-12 14:30:00,468
2015-12-12 14:15:00,488
2015-12-12 14:00:00,410
2015-12-12 13:45:00,435
2015-12-12 13:30:00,464
2015-12-12 13:15:00,380
2015-12-12 13:00:00,409
2015-12-12 12:45:00,378
2015-12-12 12:30:00,370
2015-12-12 12:15:00,355
2015-12-12 12:00:00,328
2015-12-12 11:45:00,383
2015-12-12 11:30:00,314
2015-12-12 11:15:00,292
2015-12-12 11:00:00,227
2015-12-12 10:45:00,213
2015-12-12 10:30:00,163
2015-12-12 10:15:00,154
2015-12-12 10:00:00,117
2015-12-12 09:45:00,103
2015-12-12 09:30:00,109
2015-12-12 09:15:00,60
2015-12-12 09:00:00,63
2015-12-12 08:45:00,38
2015-12-12 08:30:00,39
2015-12-12 08:15:00,37
2015-12-12 08:00:00,34
2015-12-12 07:45:00,32
2015-12-12 07:30:00,33
2015-12-12 07:15:00,29
2015-12-12 07:00:00,32
2015-12-12 06:45:00,37
2015-12-12 06:30:00,40
2015-12-12 06:15:00,45
2015-12-12 06:00:00,43
2015-12-12 05:45:00,46
2015-12-12 05:30:00,52
2015-12-12 05:15:00,54
2015-12-12 05:00:00,60
2015-12-12 04:45:00,63
2015-12-12 04:30:00,67
2015-12-12 04:15:00,68
2015-12-12 04:00:00,80
2015-12-12 03:45:00,72
2015-12-12 03:30:00,88
2015-12-12 03:15:00,74
2015-12-12 03:00:00,84
2015-12-12 02:45:00,90
2015-12-12 02:30:00,97
2015-12-12 02:15:00,115
2015-12-12 02:00:00,129
2015-12-12 01:45:00,135
2015-12-12 01:30:00,136
2015-12-12 01:15:00,145
2015-12-12 01:00:00,169
2015-12-12 00:45:00,226
2015-12-12 00:30:00,206
2015-12-12 00:15:00,284
2015-12-12 00:00:00,252
2015-12-11 23:45:00,310
2015-12-11 23:30:00,281
2015-12-11 23:15:00,323
2015-12-11 23:00:00,322
2015-12-11 22:45:00,321
2015-12-11 22:30:00,349
2015-12-11 22:15:00,329
2015-12-11 22:00:00,405
2015-12-11 21:45:00,339
2015-12-11 21:30:00,384
2015-12-11 21:15:00,312
2015-12-11 21:00:00,358
2015-12-11 20:45:00,321
2015-12-11 20:30:00,372
2015-12-11 20:15:00,372
2015-12-11 20:00:00,355
2015-12-11 19:45:00,351
2015-12-11 19:30:00,360
2015-12-11 19:15:00,387
2015-12-11 19:00:00,392
2015-12-11 18:45:00,402
2015-12-11 18:30:00,383
2015-12-11 18:15:00,419
2015-12-11 18:00:00,462
2015-12-11 17:45:00,406
2015-12-11 17:30:00,420
2015-12-11 17:15:00,521
2015-12-11 17:00:00,440
2015-12-11 16:45:00,472
2015-12-11 16:30:00,439
2015-12-11 16:15:00,451
2015-12-11 16:00:00,460
2015-12-11 15:45:00,463
2015-12-11 15:30:00,412
2015-12-11 15:15:00,426
2015-12-11 15:00:00,524
2015-12-11 14:45:00,441
2015-12-11 14:30:00,483
2015-12-11 14:15:00,434
2015-12-11 14:00:00,433
2015-12-11 13:45:00,411
2015-12-11 13:30:00,422
2015-12-11 13:15:00,486
2015-12-11 13:00:00,397
2015-12-11 12:45:00,449
2015-12-11 12:30:00,395
2015-12-11 12:15:00,443
2015-12-11 12:00:00,358
2015-12-11 11:45:00,392
2015-12-11 11:30:00,390
2015-12-11 11:15:00,297
2015-12-11 11:00:00,319
2015-12-11 10:45:00,250
2015-12-11 10:30:00,277
2015-12-11 10:15:00,205
2015-12-11 10:00:00,231
2015-12-11 09:45:00,174
2015-12-11 09:30:00,183
2015-12-11 09:15:00,182
2015-12-11 09:00:00,129
2015-12-11 08:45:00,129
2015-12-11 08:30:00,72
2015-12-11 08:15:00,90
2015-12-11 08:00:00,59
2015-12-11 07:45:00,62
2015-12-11 07:30:00,57
2015-12-11 07:15:00,64
2015-12-11 07:00:00,61
2015-12-11 06:45:00,55
2015-12-11 06:30:00,54
2015-12-11 06:15:00,57
2015-12-11 06:00:00,54
2015-12-11 05:45:00,58
2015-12-11 05:30:00,60
2015-12-11 05:15:00,59
2015-12-11 05:00:00,58
2015-12-11 04:45:00,66
2015-12-11 04:30:00,73
2015-12-11 04:15:00,78
2015-12-11 04:00:00,82
2015-12-11 03:45:00,76
2015-12-11 03:30:00,77
2015-12-11 03:15:00,93
2015-12-11 03:00:00,101
2015-12-11 02:45:00,119
2015-12-11 02:30:00,117
2015-12-11 02:15:00,126
2015-12-11 02:00:00,153
2015-12-11 01:45:00,182
2015-12-11 01:30:00,194
2015-12-11 01:15:00,229
2015-12-11 01:00:00,231
