t,count
2015-05-03 00:00:00,6
2015-05-02 23:45:00,6
2015-05-02 23:30:00,6
2015-05-02 23:15:00,6
2015-05-02 23:00:00,7
2015-05-02 22:45:00,7
2015-05-02 22:30:00,9
2015-05-02 22:15:00,8
2015-05-02 22:00:00,9
2015-05-02 21:45:00,7
2015-05-02 21:30:00,10
2015-05-02 21:15:00,9
2015-05-02 21:00:00,7
2015-05-02 20:45:00,7
2015-05-02 20:30:00,8
2015-05-02 20:15:00,10
2015-05-02 20:00:00,12
2015-05-02 19:45:00,13
2015-05-02 19:30:00,9
2015-05-02 19:15:00,19
2015-05-02 19:00:00,38
2015-05-02 18:45:00,71
2015-05-02 18:30:00,81
2015-05-02 18:15:00,92
2015-05-02 18:00:00,98
2015-05-02 17:45:00,104
2015-05-02 17:30:00,116
2015-05-02 17:15:00,111
2015-05-02 17:00:00,110
2015-05-02 16:45:00,109
2015-05-02 16:30:00,107
2015-05-02 16:15:00,109
2015-05-02 16:00:00,109
2015-05-02 15:45:00,110
2015-05-02 15:30:00,89
2015-05-02 15:15:00,94
2015-05-02 15:00:00,83
2015-05-02 14:45:00,82
2015-05-02 14:30:00,91
2015-05-02 14:15:00,93
2015-05-02 14:00:00,83
2015-05-02 13:45:00,65
2015-05-02 13:30:00,59
2015-05-02 13:15:00,57
2015-05-02 13:00:00,50
2015-05-02 12:45:00,55
2015-05-02 12:30:00,48
2015-05-02 12:15:00,40
2015-05-02 12:00:00,37
2015-05-02 11:45:00,30
2015-05-02 11:30:00,24
2015-05-02 11:15:00,20
2015-05-02 11:00:00,16
2015-05-02 10:45:00,12
2015-05-02 10:30:00,9
2015-05-02 10:15:00,7
2015-05-02 10:00:00,6
2015-05-02 09:45:00,7
2015-05-02 09:30:00,7
2015-05-02 09:15:00,5
2015-05-02 09:00:00,6
2015-05-02 08:45:00,6
2015-05-02 08:30:00,6
2015-05-02 08:15:00,6
2015-05-02 08:00:00,6
2015-05-02 07:45:00,6
2015-05-02 07:30:00,6
2015-05-02 07:15:00,6
2015-05-02 07:00:00,6
2015-05-02 06:45:00,5
2015-05-02 06:30:00,5
2015-05-02 06:15:00,5
2015-05-02 06:00:00,5
2015-05-02 05:45:00,5
2015-05-02 05:30:00,5
2015-05-02 05:15:00,5
2015-05-02 05:00:00,5
2015-05-02 04:45:00,5
2015-05-02 04:30:00,6
2015-05-02 04:15:00,5
2015-05-02 04:00:00,6
2015-05-02 03:45:00,6
2015-05-02 03:30:00,6
2015-05-02 03:15:00,6
2015-05-02 03:00:00,7
2015-05-02 02:45:00,6
2015-05-02 02:30:00,6
2015-05-02 02:15:00,6
2015-05-02 02:00:00,6
2015-05-02 01:45:00,7
2015-05-02 01:30:00,6
2015-05-02 01:15:00,6
2015-05-02 01:00:00,6
2015-05-02 00:45:00,6
2015-05-02 00:30:00,7
2015-05-02 00:15:00,5
2015-05-02 00:00:00,7
2015-05-01 23:45:00,6
2015-05-01 23:30:00,6
2015-05-01 23:15:00,7
2015-05-01 23:00:00,8
2015-05-01 22:45:00,7
2015-05-01 22:30:00,6
2015-05-01 22:15:00,7
2015-05-01 22:00:00,8
2015-05-01 21:45:00,7
2015-05-01 21:30:00,6
2015-05-01 21:15:00,7
2015-05-01 21:00:00,27
2015-05-01 20:45:00,39
2015-05-01 20:30:00,43
2015-05-01 20:15:00,50
2015-05-01 20:00:00,53
2015-05-01 19:45:00,52
2015-05-01 19:30:00,58
2015-05-01 19:15:00,73
2015-05-01 19:00:00,71
2015-05-01 18:45:00,77
2015-05-01 18:30:00,85
2015-05-01 18:15:00,93
2015-05-01 18:00:00,115
2015-05-01 17:45:00,127
2015-05-01 17:30:00,135
2015-05-01 17:15:00,147
2015-05-01 17:00:00,143
2015-05-01 16:45:00,128
2015-05-01 16:30:00,135
2015-05-01 16:15:00,138
2015-05-01 16:00:00,141
2015-05-01 15:45:00,137
2015-05-01 15:30:00,155
2015-05-01 15:15:00,151
2015-05-01 15:00:00,170
2015-05-01 14:45:00,172
2015-05-01 14:30:00,182
2015-05-01 14:15:00,173
2015-05-01 14:00:00,164
2015-05-01 13:45:00,157
2015-05-01 13:30:00,153
2015-05-01 13:15:00,133
2015-05-01 13:00:00,117
2015-05-01 12:45:00,115
2015-05-01 12:30:00,119
2015-05-01 12:15:00,91
2015-05-01 12:00:00,93
2015-05-01 11:45:00,71
2015-05-01 11:30:00,68
2015-05-01 11:15:00,55
2015-05-01 11:00:00,48
2015-05-01 10:45:00,41
2015-05-01 10:30:00,36
2015-05-01 10:15:00,36
2015-05-01 10:00:00,37
2015-05-01 09:45:00,35
2015-05-01 09:30:00,28
2015-05-01 09:15:00,29
2015-05-01 09:00:00,24
2015-05-01 08:45:00,27
2015-05-01 08:30:00,19
2015-05-01 08:15:00,14
2015-05-01 08:00:00,15
2015-05-01 07:45:00,16
2015-05-01 07:30:00,13
2015-05-01 07:15:00,12
2015-05-01 07:00:00,10
2015-05-01 06:45:00,11
2015-05-01 06:30:00,13
2015-05-01 06:15:00,14
2015-05-01 06:00:00,7
2015-05-01 05:45:00,8
2015-05-01 05:30:00,8
2015-05-01 05:15:00,7
2015-05-01 05:00:00,9
2015-05-01 04:45:00,8
2015-05-01 04:30:00,8
2015-05-01 04:15:00,8
2015-05-01 04:00:00,8
2015-05-01 03:45:00,8
2015-05-01 03:30:00,9
2015-05-01 03:15:00,7
2015-05-01 03:00:00,7
2015-05-01 02:45:00,7
2015-05-01 02:30:00,8
2015-05-01 02:15:00,7
2015-05-01 02:00:00,7
2015-05-01 01:45:00,8
2015-05-01 01:30:00,9
2015-05-01 01:15:00,8
2015-05-01 01:00:00,7
2015-05-01 00:45:00,7
2015-05-01 00:30:00,11
2015-05-01 00:15:00,9
2015-05-01 00:00:00,9
2015-04-30 23:45:00,11
2015-04-30 23:30:00,13
2015-04-30 23:15:00,49
2015-04-30 23:00:00,90
2015-04-30 22:45:00,102
2015-04-30 22:30:00,127
2015-04-30 22:15:00,134
2015-04-30 22:00:00,144
2015-04-30 21:45:00,149
2015-04-30 21:30:00,149
2015-04-30 21:15:00,158
2015-04-30 21:00:00,158
2015-04-30 20:45:00,158
2015-04-30 20:30:00,139
2015-04-30 20:15:00,126
2015-04-30 20:00:00,101
2015-04-30 19:45:00,88
2015-04-30 19:30:00,81
2015-04-30 19:15:00,66
2015-04-30 19:00:00,65
2015-04-30 18:45:00,70
2015-04-30 18:30:00,77
2015-04-30 18:15:00,95
2015-04-30 18:00:00,111
2015-04-30 17:45:00,109
2015-04-30 17:30:00,116
2015-04-30 17:15:00,124
2015-04-30 17:00:00,161
2015-04-30 16:45:00,167
2015-04-30 16:30:00,170
2015-04-30 16:15:00,199
2015-04-30 16:00:00,197
2015-04-30 15:45:00,181
2015-04-30 15:30:00,177
2015-04-30 15:15:00,182
2015-04-30 15:00:00,176
2015-04-30 14:45:00,174
2015-04-30 14:30:00,155
2015-04-30 14:15:00,156
2015-04-30 14:00:00,160
2015-04-30 13:45:00,159
2015-04-30 13:30:00,152
2015-04-30 13:15:00,172
2015-04-30 13:00:00,147
2015-04-30 12:45:00,148
2015-04-30 12:30:00,146
2015-04-30 12:15:00,149
2015-04-30 12:00:00,140
2015-04-30 11:45:00,120
2015-04-30 11:30:00,104
2015-04-30 11:15:00,88
2015-04-30 11:00:00,74
2015-04-30 10:45:00,80
2015-04-30 10:30:00,70
2015-04-30 10:15:00,73
2015-04-30 10:00:00,57
2015-04-30 09:45:00,42
2015-04-30 09:30:00,39
2015-04-30 09:15:00,38
2015-04-30 09:00:00,34
2015-04-30 08:45:00,30
2015-04-30 08:30:00,26
2015-04-30 08:15:00,21
2015-04-30 08:00:00,15
2015-04-30 07:45:00,9
2015-04-30 07:30:00,11
2015-04-30 07:15:00,10
2015-04-30 07:00:00,11
2015-04-30 06:45:00,12
2015-04-30 06:30:00,12
2015-04-30 06:15:00,10
2015-04-30 06:00:00,10
2015-04-30 05:45:00,7
2015-04-30 05:30:00,7
2015-04-30 05:15:00,7
2015-04-30 05:00:00,7
2015-04-30 04:45:00,8
2015-04-30 04:30:00,6
2015-04-30 04:15:00,9
2015-04-30 04:00:00,7
2015-04-30 03:45:00,9
2015-04-30 03:30:00,7
2015-04-30 03:15:00,9
2015-04-30 03:00:00,8
2015-04-30 02:45:00,8
2015-04-30 02:30:00,7
2015-04-30 02:15:00,7
2015-04-30 02:00:00,7
2015-04-30 01:45:00,9
2015-04-30 01:30:00,8
2015-04-30 01:15:00,8
2015-04-30 01:00:00,8
2015-04-30 00:45:00,7
2015-04-30 00:30:00,8
2015-04-30 00:15:00,9
2015-04-30 00:00:00,8
2015-04-29 23:45:00,7
2015-04-29 23:30:00,9
2015-04-29 23:15:00,15
2015-04-29 23:00:00,44
2015-04-29 22:45:00,57
2015-04-29 22:30:00,58
2015-04-29 22:15:00,72
2015-04-29 22:00:00,74
2015-04-29 21:45:00,69
2015-04-29 21:30:00,71
2015-04-29 21:15:00,74
2015-04-29 21:00:00,77
2015-04-29 20:45:00,82
2015-04-29 20:30:00,82
2015-04-29 20:15:00,82
2015-04-29 20:00:00,82
2015-04-29 19:45:00,88
2015-04-29 19:30:00,92
2015-04-29 19:15:00,89
2015-04-29 19:00:00,96
2015-04-29 18:45:00,110
2015-04-29 18:30:00,118
2015-04-29 18:15:00,120
2015-04-29 18:00:00,133
2015-04-29 17:45:00,140
2015-04-29 17:30:00,146
2015-04-29 17:15:00,157
