t,count
2015-05-03 00:00:00,3
2015-05-02 23:45:00,3
2015-05-02 23:30:00,5
2015-05-02 23:15:00,7
2015-05-02 23:00:00,8
2015-05-02 22:45:00,9
2015-05-02 22:30:00,12
2015-05-02 22:15:00,11
2015-05-02 22:00:00,12
2015-05-02 21:45:00,13
2015-05-02 21:30:00,29
2015-05-02 21:15:00,79
2015-05-02 21:00:00,240
2015-05-02 20:45:00,243
2015-05-02 20:30:00,255
2015-05-02 20:15:00,260
2015-05-02 20:00:00,269
2015-05-02 19:45:00,306
2015-05-02 19:30:00,320
2015-05-02 19:15:00,337
2015-05-02 19:00:00,362
2015-05-02 18:45:00,391
2015-05-02 18:30:00,433
2015-05-02 18:15:00,463
2015-05-02 18:00:00,487
2015-05-02 17:45:00,502
2015-05-02 17:30:00,499
2015-05-02 17:15:00,519
2015-05-02 17:00:00,532
2015-05-02 16:45:00,527
2015-05-02 16:30:00,535
2015-05-02 16:15:00,550
2015-05-02 16:00:00,538
2015-05-02 15:45:00,546
2015-05-02 15:30:00,517
2015-05-02 15:15:00,499
2015-05-02 15:00:00,486
2015-05-02 14:45:00,460
2015-05-02 14:30:00,403
2015-05-02 14:15:00,370
2015-05-02 14:00:00,334
2015-05-02 13:45:00,323
2015-05-02 13:30:00,279
2015-05-02 13:15:00,263
2015-05-02 13:00:00,225
2015-05-02 12:45:00,237
2015-05-02 12:30:00,235
2015-05-02 12:15:00,221
2015-05-02 12:00:00,218
2015-05-02 11:45:00,198
2015-05-02 11:30:00,180
2015-05-02 11:15:00,130
2015-05-02 11:00:00,122
2015-05-02 10:45:00,77
2015-05-02 10:30:00,50
2015-05-02 10:15:00,16
2015-05-02 10:00:00,9
2015-05-02 09:45:00,10
2015-05-02 09:30:00,9
2015-05-02 09:15:00,4
2015-05-02 09:00:00,5
2015-05-02 08:45:00,3
2015-05-02 08:30:00,3
2015-05-02 08:15:00,5
2015-05-02 08:00:00,5
2015-05-02 07:45:00,3
2015-05-02 07:30:00,3
2015-05-02 07:15:00,3
2015-05-02 07:00:00,3
2015-05-02 06:45:00,3
2015-05-02 06:30:00,3
2015-05-02 06:15:00,3
2015-05-02 06:00:00,4
2015-05-02 05:45:00,3
2015-05-02 05:30:00,3
2015-05-02 05:15:00,3
2015-05-02 05:00:00,3
2015-05-02 04:45:00,3
2015-05-02 04:30:00,3
2015-05-02 04:15:00,3
2015-05-02 04:00:00,3
2015-05-02 03:45:00,4
2015-05-02 03:30:00,3
2015-05-02 03:15:00,5
2015-05-02 03:00:00,3
2015-05-02 02:45:00,4
2015-05-02 02:30:00,4
2015-05-02 02:15:00,3
2015-05-02 02:00:00,2
2015-05-02 01:45:00,3
2015-05-02 01:30:00,6
2015-05-02 01:15:00,6
2015-05-02 01:00:00,4
2015-05-02 00:45:00,3
2015-05-02 00:30:00,4
2015-05-02 00:15:00,5
2015-05-02 00:00:00,3
2015-05-01 23:45:00,3
2015-05-01 23:30:00,5
2015-05-01 23:15:00,6
2015-05-01 23:00:00,7
2015-05-01 22:45:00,8
2015-05-01 22:30:00,9
2015-05-01 22:15:00,10
2015-05-01 22:00:00,17
2015-05-01 21:45:00,15
2015-05-01 21:30:00,31
2015-05-01 21:15:00,65
2015-05-01 21:00:00,205
2015-05-01 20:45:00,214
2015-05-01 20:30:00,248
2015-05-01 20:15:00,254
2015-05-01 20:00:00,275
2015-05-01 19:45:00,287
2015-05-01 19:30:00,306
2015-05-01 19:15:00,304
2015-05-01 19:00:00,355
2015-05-01 18:45:00,380
2015-05-01 18:30:00,462
