t,count
2015-12-13 00:00:00,236
2015-12-12 23:45:00,265
2015-12-12 23:30:00,294
2015-12-12 23:15:00,295
2015-12-12 23:00:00,321
2015-12-12 22:45:00,312
2015-12-12 22:30:00,319
2015-12-12 22:15:00,334
2015-12-12 22:00:00,339
2015-12-12 21:45:00,325
2015-12-12 21:30:00,368
2015-12-12 21:15:00,365
2015-12-12 21:00:00,363
2015-12-12 20:45:00,361
2015-12-12 20:30:00,357
2015-12-12 20:15:00,357
2015-12-12 20:00:00,336
2015-12-12 19:45:00,350
2015-12-12 19:30:00,350
2015-12-12 19:15:00,358
2015-12-12 19:00:00,372
2015-12-12 18:45:00,384
2015-12-12 18:30:00,400
2015-12-12 18:15:00,412
2015-12-12 18:00:00,432
2015-12-12 17:45:00,463
2015-12-12 17:30:00,481
2015-12-12 17:15:00,481
2015-12-12 17:00:00,488
2015-12-12 16:45:00,511
2015-12-12 16:30:00,502
2015-12-12 16:15:00,496
2015-12-12 16:00:00,480
2015-12-12 15:45:00,474
2015-12-12 15:30:00,484
2015-12-12 15:15:00,463
2015-12-12 15:00:00,438
2015-12-12 14:45:00,441
2015-12-12 14:30:00,399
2015-12-12 14:15:00,405
2015-12-12 14:00:00,403
2015-12-12 13:45:00,363
2015-12-12 13:30:00,341
2015-12-12 13:15:00,292
2015-12-12 13:00:00,281
2015-12-12 12:45:00,258
2015-12-12 12:30:00,252
2015-12-12 12:15:00,233
2015-12-12 12:00:00,224
2015-12-12 11:45:00,192
2015-12-12 11:30:00,179
2015-12-12 11:15:00,157
2015-12-12 11:00:00,148
2015-12-12 10:45:00,129
2015-12-12 10:30:00,66
2015-12-12 10:15:00,31
2015-12-12 10:00:00,9
2015-12-12 09:45:00,11
2015-12-12 09:30:00,6
2015-12-12 09:15:00,7
2015-12-12 09:00:00,7
2015-12-12 08:45:00,5
2015-12-12 08:30:00,8
2015-12-12 08:15:00,6
2015-12-12 08:00:00,6
2015-12-12 07:45:00,7
2015-12-12 07:30:00,8
2015-12-12 07:15:00,10
2015-12-12 07:00:00,6
2015-12-12 06:45:00,6
2015-12-12 06:30:00,7
2015-12-12 06:15:00,7
2015-12-12 06:00:00,5
2015-12-12 05:45:00,6
2015-12-12 05:30:00,6
2015-12-12 05:15:00,6
2015-12-12 05:00:00,6
2015-12-12 04:45:00,7
2015-12-12 04:30:00,7
2015-12-12 04:15:00,9
2015-12-12 04:00:00,26
2015-12-12 03:45:00,29
2015-12-12 03:30:00,31
2015-12-12 03:15:00,38
2015-12-12 03:00:00,44
2015-12-12 02:45:00,46
2015-12-12 02:30:00,47
2015-12-12 02:15:00,62
2015-12-12 02:00:00,62
2015-12-12 01:45:00,80
